Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
0.0225714	DL	2	2	9	1	1	1	0	2	118	28	1	0	36.4221	15	0	5.701e-14
0.0226205	DL	2	2	9	1	12	4	0	2	39	0	1	0	32.8153	14	0	0
0.0226205	DL	2	2	9	1	12	7	0	1	96	24	1	1	15.8124	12	0	0
0.0226339	DL	2	2	10	1	1	4	0	2	118	28	1	0	21.5261	15	0	1.30873e-05
0.022683	DL	2	2	10	1	12	7	0	1	39	0	1	0	38.8028	15	0	0
0.0226964	DL	2	2	2	1	10	1	1	1	1340	12	1	0	66.0634	15	0	0
0.0226964	DL	2	2	11	1	1	1	0	2	118	28	1	0	36.4221	15	0	5.701e-14
0.0226964	DL	2	2	11	1	1	4	0	2	118	28	1	0	-19.4362	0	1	1
0.0227455	DL	2	2	11	1	12	7	0	1	118	28	1	1	47.6878	15	1	0.309232
0.0227589	DL	2	2	12	1	1	1	0	2	118	28	1	0	36.4221	15	0	5.701e-14
0.0227589	DL	2	2	12	1	1	4	0	2	118	28	1	0	-19.4362	0	1	1
0.0227857	DL	2	2	3	1	1	1	1	1	497	28	1	0	5.96355	7	1	1
0.0227857	DL	2	2	3	1	1	4	1	1	497	28	1	0	31.0066	15	0	0
